competition,season,match_id,kick_off,team,goals_scored,goals_conceded,competition_stage,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers
Germany - 1. Bundesliga,2015/2016,3890271,15:30:00.000,Darmstadt 98,1,1,Regular Season,0,0,1,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890271,15:30:00.000,Schalke 04,1,1,Regular Season,0,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890272,15:30:00.000,Eintracht Frankfurt,1,1,Regular Season,0,0,0,1,-1,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890272,15:30:00.000,Augsburg,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890273,15:30:00.000,Hannover 96,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890273,15:30:00.000,Bayer Leverkusen,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890274,15:30:00.000,Wolfsburg,1,1,Regular Season,0,0,0,1,-1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890274,15:30:00.000,FC Köln,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890275,15:30:00.000,Ingolstadt,0,4,Regular Season,-4,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890275,15:30:00.000,Borussia Dortmund,4,0,Regular Season,4,1,0,0,0,0,1,1,2,1,0
Germany - 1. Bundesliga,2015/2016,3890276,17:30:00.000,FSV Mainz 05,2,1,Regular Season,1,1,1,0,1,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890276,17:30:00.000,Borussia Mönchengladbach,1,2,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890277,20:30:00.000,Schalke 04,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890277,20:30:00.000,Wolfsburg,3,0,Regular Season,3,1,1,0,1,0,0,0,1,2,0
Germany - 1. Bundesliga,2015/2016,3890278,18:30:00.000,Bayer Leverkusen,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890278,18:30:00.000,Bayern Munich,3,0,Regular Season,3,1,1,0,1,0,0,2,0,1,0
Germany - 1. Bundesliga,2015/2016,3890279,15:30:00.000,VfB Stuttgart,1,4,Regular Season,-3,0,1,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890279,15:30:00.000,Eintracht Frankfurt,4,1,Regular Season,3,1,1,1,0,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890280,15:30:00.000,FC Köln,2,1,Regular Season,1,1,0,0,0,0,0,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890280,15:30:00.000,Hamburger SV,1,2,Regular Season,-1,0,0,0,0,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890281,15:30:00.000,Augsburg,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890281,15:30:00.000,Ingolstadt,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890282,15:30:00.000,Hannover 96,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890282,15:30:00.000,FSV Mainz 05,3,0,Regular Season,3,1,2,0,2,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890283,15:30:00.000,Darmstadt 98,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890283,15:30:00.000,Hoffenheim,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890284,15:30:00.000,Borussia Dortmund,3,1,Regular Season,2,1,1,0,1,0,1,0,2,1,0
Germany - 1. Bundesliga,2015/2016,3890284,15:30:00.000,Hertha Berlin,1,3,Regular Season,-2,0,0,1,-1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890285,17:30:00.000,Werder Bremen,2,1,Regular Season,1,1,1,1,0,0,0,0,1,1,0
Germany - 1. Bundesliga,2015/2016,3890285,17:30:00.000,Borussia Mönchengladbach,1,2,Regular Season,-1,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890286,20:30:00.000,Hamburger SV,3,0,Regular Season,3,1,2,0,2,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890286,20:30:00.000,Borussia Mönchengladbach,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890287,15:30:00.000,Augsburg,1,2,Regular Season,-1,0,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890287,15:30:00.000,Bayern Munich,2,1,Regular Season,1,1,0,1,-1,0,0,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890288,15:30:00.000,Bayer Leverkusen,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890288,15:30:00.000,Darmstadt 98,1,0,Regular Season,1,1,1,0,1,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890289,18:30:00.000,Eintracht Frankfurt,6,2,Regular Season,4,1,4,1,3,0,0,3,3,0,0
Germany - 1. Bundesliga,2015/2016,3890289,18:30:00.000,FC Köln,2,6,Regular Season,-4,0,1,4,-3,0,0,0,1,1,0
Germany - 1. Bundesliga,2015/2016,3890290,15:30:00.000,Hertha Berlin,2,1,Regular Season,1,1,1,1,0,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890290,15:30:00.000,VfB Stuttgart,1,2,Regular Season,-1,0,1,1,0,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890291,15:30:00.000,Wolfsburg,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890291,15:30:00.000,Ingolstadt,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890292,15:30:00.000,Borussia Dortmund,4,2,Regular Season,2,1,2,1,1,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890292,15:30:00.000,Hannover 96,2,4,Regular Season,-2,0,1,2,-1,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890293,17:30:00.000,Schalke 04,2,1,Regular Season,1,1,1,1,0,0,0,0,1,1,0
Germany - 1. Bundesliga,2015/2016,3890293,17:30:00.000,FSV Mainz 05,1,2,Regular Season,-1,0,1,1,0,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890294,15:30:00.000,Werder Bremen,3,1,Regular Season,2,1,1,0,1,0,2,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890294,15:30:00.000,Hoffenheim,1,3,Regular Season,-2,0,0,1,-1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890295,20:30:00.000,Hoffenheim,1,3,Regular Season,-2,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890295,20:30:00.000,FSV Mainz 05,3,1,Regular Season,2,1,1,1,0,0,0,3,0,0,0
Germany - 1. Bundesliga,2015/2016,3890296,15:30:00.000,Bayern Munich,3,0,Regular Season,3,1,1,0,1,0,0,2,1,0,0
Germany - 1. Bundesliga,2015/2016,3890296,15:30:00.000,Darmstadt 98,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890297,15:30:00.000,Hamburger SV,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890297,15:30:00.000,Eintracht Frankfurt,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890298,15:30:00.000,Wolfsburg,2,0,Regular Season,2,1,0,0,0,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890298,15:30:00.000,Hertha Berlin,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890299,15:30:00.000,FC Köln,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890299,15:30:00.000,Borussia Mönchengladbach,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890300,15:30:00.000,Werder Bremen,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890300,15:30:00.000,Ingolstadt,1,0,Regular Season,1,1,0,0,0,0,1,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890301,17:30:00.000,Bayer Leverkusen,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890301,17:30:00.000,Borussia Dortmund,3,0,Regular Season,3,1,1,0,1,0,0,1,2,0,0
Germany - 1. Bundesliga,2015/2016,3890302,17:30:00.000,Hannover 96,0,2,Regular Season,-2,0,0,2,-2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890302,17:30:00.000,Augsburg,2,0,Regular Season,2,1,2,0,2,0,0,0,1,1,0
Germany - 1. Bundesliga,2015/2016,3890303,15:30:00.000,Schalke 04,1,0,Regular Season,1,1,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890303,15:30:00.000,VfB Stuttgart,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890304,20:00:00.000,Ingolstadt,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890304,20:00:00.000,Hamburger SV,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890305,20:00:00.000,Bayern Munich,5,1,Regular Season,4,1,0,1,-1,0,0,0,5,0,0
Germany - 1. Bundesliga,2015/2016,3890305,20:00:00.000,Wolfsburg,1,5,Regular Season,-4,0,1,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890306,20:00:00.000,Hertha Berlin,2,0,Regular Season,2,1,1,0,1,0,1,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890306,20:00:00.000,FC Köln,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890307,20:00:00.000,Darmstadt 98,2,1,Regular Season,1,1,1,1,0,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890307,20:00:00.000,Werder Bremen,1,2,Regular Season,-1,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890308,20:00:00.000,Augsburg,2,4,Regular Season,-2,0,0,4,-4,0,0,0,0,2,0
Germany - 1. Bundesliga,2015/2016,3890308,20:00:00.000,Borussia Mönchengladbach,4,2,Regular Season,2,1,4,0,4,0,0,2,1,0,0
Germany - 1. Bundesliga,2015/2016,3890309,20:00:00.000,VfB Stuttgart,3,1,Regular Season,2,1,2,1,1,0,0,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890309,20:00:00.000,Hannover 96,1,3,Regular Season,-2,0,1,2,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890310,20:00:00.000,Borussia Dortmund,1,1,Regular Season,0,0,0,1,-1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890310,20:00:00.000,Hoffenheim,1,1,Regular Season,0,0,1,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890311,20:00:00.000,Eintracht Frankfurt,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890311,20:00:00.000,Schalke 04,2,0,Regular Season,2,1,0,0,0,0,1,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890312,20:00:00.000,Bayer Leverkusen,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890312,20:00:00.000,FSV Mainz 05,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890313,20:30:00.000,Ingolstadt,1,1,Regular Season,0,0,1,1,0,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890313,20:30:00.000,FC Köln,1,1,Regular Season,0,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890314,15:30:00.000,Hoffenheim,3,1,Regular Season,2,1,1,1,0,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890314,15:30:00.000,Augsburg,1,3,Regular Season,-2,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890315,15:30:00.000,Bayer Leverkusen,3,0,Regular Season,3,1,1,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890315,15:30:00.000,Werder Bremen,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890316,15:30:00.000,FSV Mainz 05,0,3,Regular Season,-3,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890316,15:30:00.000,Bayern Munich,3,0,Regular Season,3,1,0,0,0,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890317,18:30:00.000,Schalke 04,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890317,18:30:00.000,Hamburger SV,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890318,15:30:00.000,Borussia Mönchengladbach,3,1,Regular Season,2,1,1,1,0,0,0,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890318,15:30:00.000,VfB Stuttgart,1,3,Regular Season,-2,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890319,15:30:00.000,Hannover 96,1,1,Regular Season,0,0,0,1,-1,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890319,15:30:00.000,Wolfsburg,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890320,15:30:00.000,Eintracht Frankfurt,1,1,Regular Season,0,0,1,0,1,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890320,15:30:00.000,Hertha Berlin,1,1,Regular Season,0,0,0,1,-1,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890321,17:30:00.000,Borussia Dortmund,2,2,Regular Season,0,0,0,1,-1,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890321,17:30:00.000,Darmstadt 98,2,2,Regular Season,0,0,1,0,1,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890322,20:30:00.000,FSV Mainz 05,3,2,Regular Season,1,1,2,1,1,0,0,1,1,1,0
Germany - 1. Bundesliga,2015/2016,3890322,20:30:00.000,Darmstadt 98,2,3,Regular Season,-1,0,1,2,-1,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890323,15:30:00.000,Borussia Mönchengladbach,2,0,Regular Season,2,1,0,0,0,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890323,15:30:00.000,Wolfsburg,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890324,15:30:00.000,Hamburger SV,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890324,15:30:00.000,Hertha Berlin,3,0,Regular Season,3,1,1,0,1,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890325,15:30:00.000,Hannover 96,1,0,Regular Season,1,1,0,0,0,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890325,15:30:00.000,Werder Bremen,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890326,15:30:00.000,Eintracht Frankfurt,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890326,15:30:00.000,Ingolstadt,2,0,Regular Season,2,1,0,0,0,0,0,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890327,15:30:00.000,Hoffenheim,2,2,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890327,15:30:00.000,VfB Stuttgart,2,2,Regular Season,0,0,0,1,-1,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890328,15:30:00.000,Schalke 04,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890328,15:30:00.000,FC Köln,3,0,Regular Season,3,1,1,0,1,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890329,17:30:00.000,Bayern Munich,5,1,Regular Season,4,1,2,1,1,0,0,2,3,0,0
Germany - 1. Bundesliga,2015/2016,3890329,17:30:00.000,Borussia Dortmund,1,5,Regular Season,-4,0,1,2,-1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890330,17:30:00.000,Augsburg,1,1,Regular Season,0,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890330,17:30:00.000,Bayer Leverkusen,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890331,20:30:00.000,Borussia Dortmund,2,0,Regular Season,2,1,1,0,1,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890331,20:30:00.000,FSV Mainz 05,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890332,15:30:00.000,Bayern Munich,1,0,Regular Season,1,1,1,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890332,15:30:00.000,Werder Bremen,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890333,15:30:00.000,Augsburg,0,2,Regular Season,-2,0,0,2,-2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890333,15:30:00.000,Darmstadt 98,2,0,Regular Season,2,1,2,0,2,0,0,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890334,18:30:00.000,Eintracht Frankfurt,1,5,Regular Season,-4,0,1,1,0,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890334,18:30:00.000,Borussia Mönchengladbach,5,1,Regular Season,4,1,1,1,0,0,0,1,4,0,0
Germany - 1. Bundesliga,2015/2016,3890335,15:30:00.000,Wolfsburg,4,2,Regular Season,2,1,2,1,1,0,0,3,1,0,0
Germany - 1. Bundesliga,2015/2016,3890335,15:30:00.000,Hoffenheim,2,4,Regular Season,-2,0,1,2,-1,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890336,15:30:00.000,Hertha Berlin,1,2,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890336,15:30:00.000,Schalke 04,2,1,Regular Season,1,1,1,0,1,0,1,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890337,15:30:00.000,Bayer Leverkusen,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890337,15:30:00.000,Hamburger SV,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890338,17:30:00.000,Ingolstadt,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890338,17:30:00.000,VfB Stuttgart,1,0,Regular Season,1,1,0,0,0,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890339,15:30:00.000,Hannover 96,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890339,15:30:00.000,FC Köln,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890340,20:30:00.000,Hamburger SV,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890340,20:30:00.000,Hoffenheim,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890341,15:30:00.000,Bayern Munich,4,0,Regular Season,4,1,2,0,2,0,0,2,1,0,0
Germany - 1. Bundesliga,2015/2016,3890341,15:30:00.000,FC Köln,0,4,Regular Season,-4,0,0,2,-2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890342,15:30:00.000,Wolfsburg,1,0,Regular Season,1,1,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890342,15:30:00.000,Darmstadt 98,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890343,18:30:00.000,Ingolstadt,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890343,18:30:00.000,Hertha Berlin,1,0,Regular Season,1,1,1,0,1,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890344,15:30:00.000,Werder Bremen,3,1,Regular Season,2,1,2,0,2,0,0,0,2,0,0
Germany - 1. Bundesliga,2015/2016,3890344,15:30:00.000,FSV Mainz 05,1,3,Regular Season,-2,0,0,2,-2,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890345,15:30:00.000,Hannover 96,1,2,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890345,15:30:00.000,Eintracht Frankfurt,2,1,Regular Season,1,1,0,0,0,0,0,2,0,0,0
Germany - 1. Bundesliga,2015/2016,3890346,15:30:00.000,VfB Stuttgart,3,4,Regular Season,-1,0,0,0,0,0,0,2,1,0,0
Germany - 1. Bundesliga,2015/2016,3890346,15:30:00.000,Bayer Leverkusen,4,3,Regular Season,1,1,0,0,0,0,0,0,1,1,0
Germany - 1. Bundesliga,2015/2016,3890347,15:30:00.000,Augsburg,1,5,Regular Season,-4,0,0,3,-3,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890347,15:30:00.000,Borussia Dortmund,5,1,Regular Season,4,1,3,0,3,0,1,0,5,0,0
Germany - 1. Bundesliga,2015/2016,3890348,17:30:00.000,Borussia Mönchengladbach,3,1,Regular Season,2,1,1,0,1,0,0,0,2,1,0
Germany - 1. Bundesliga,2015/2016,3890348,17:30:00.000,Schalke 04,1,3,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890349,21:30:00.000,Bayern Munich,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890349,21:30:00.000,Eintracht Frankfurt,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890350,19:30:00.000,Bayer Leverkusen,1,2,Regular Season,-1,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890350,19:30:00.000,Wolfsburg,2,1,Regular Season,1,1,1,1,0,0,0,1,1,0,0
Germany - 1. Bundesliga,2015/2016,3890351,16:30:00.000,Hertha Berlin,1,4,Regular Season,-3,0,0,2,-2,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890351,16:30:00.000,Borussia Mönchengladbach,4,1,Regular Season,3,1,2,0,2,0,1,1,1,2,0
Germany - 1. Bundesliga,2015/2016,3890352,16:30:00.000,FC Köln,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890352,16:30:00.000,Hoffenheim,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890353,16:30:00.000,Werder Bremen,1,3,Regular Season,-2,0,1,2,-1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890353,16:30:00.000,Borussia Dortmund,3,1,Regular Season,2,1,2,1,1,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890354,16:30:00.000,Augsburg,3,3,Regular Season,0,0,1,2,-1,0,0,2,0,1,0
Germany - 1. Bundesliga,2015/2016,3890354,16:30:00.000,FSV Mainz 05,3,3,Regular Season,0,0,2,1,1,0,1,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890355,16:30:00.000,Schalke 04,1,1,Regular Season,0,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890355,16:30:00.000,Ingolstadt,1,1,Regular Season,0,0,1,0,1,0,0,0,0,1,0
Germany - 1. Bundesliga,2015/2016,3890356,18:30:00.000,Hamburger SV,1,2,Regular Season,-1,0,1,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890356,18:30:00.000,Hannover 96,2,1,Regular Season,1,1,0,1,-1,0,0,2,0,0,0
Germany - 1. Bundesliga,2015/2016,3890357,16:30:00.000,Darmstadt 98,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890357,16:30:00.000,VfB Stuttgart,2,0,Regular Season,2,1,0,0,0,0,1,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890358,21:30:00.000,Hannover 96,1,3,Regular Season,-2,0,0,1,-1,0,0,1,0,0,0
Germany - 1. Bundesliga,2015/2016,3890358,21:30:00.000,Hertha Berlin,3,1,Regular Season,2,1,1,0,1,0,0,0,3,0,0
Germany - 1. Bundesliga,2015/2016,3890359,16:30:00.000,FC Köln,2,1,Regular Season,1,1,1,1,0,0,0,0,0,2,0
Germany - 1. Bundesliga,2015/2016,3890359,16:30:00.000,Bayer Leverkusen,1,2,Regular Season,-1,0,1,1,0,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890360,19:30:00.000,Darmstadt 98,1,1,Regular Season,0,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890360,19:30:00.000,Hamburger SV,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890361,16:30:00.000,FSV Mainz 05,2,0,Regular Season,2,1,1,0,1,0,0,0,1,0,0
Germany - 1. Bundesliga,2015/2016,3890361,16:30:00.000,Wolfsburg,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890362,16:30:00.000,Hoffenheim,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890362,16:30:00.000,Eintracht Frankfurt,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890363,16:30:00.000,Ingolstadt,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890363,16:30:00.000,Borussia Mönchengladbach,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890364,16:30:00.000,VfB Stuttgart,0,4,Regular Season,-4,0,0,4,-4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,3890364,16:30:00.000,Bayern Munich,4,0,Regular Season,4,1,4,0,4,0,0,0,1,1,0
