competition,season,match_id,kick_off,team,goals_scored,goals_conceded,competition_stage,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Losing_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers
International - FIFA World Cup,2018,7525,17:00:00.000,Saudi Arabia,0,5,Group Stage,-5,0,0,2,-2,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7525,17:00:00.000,Russia,5,0,Group Stage,5,1,2,0,2,0,0,2,2,1,0,0
International - FIFA World Cup,2018,7529,21:00:00.000,Croatia,2,0,Group Stage,2,1,0,0,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7529,21:00:00.000,Nigeria,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7530,12:00:00.000,France,2,1,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7530,12:00:00.000,Australia,1,2,Group Stage,-1,0,0,0,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7531,15:00:00.000,Argentina,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7531,15:00:00.000,Iceland,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7532,18:00:00.000,Denmark,1,0,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7532,18:00:00.000,Peru,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7533,20:00:00.000,Switzerland,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
International - FIFA World Cup,2018,7533,20:00:00.000,Brazil,1,1,Group Stage,0,0,1,0,1,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7534,17:00:00.000,Germany,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7534,17:00:00.000,Mexico,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7535,14:00:00.000,Costa Rica,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7535,14:00:00.000,Serbia,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - FIFA World Cup,2018,7536,17:00:00.000,Panama,0,3,Group Stage,-3,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7536,17:00:00.000,Belgium,3,0,Group Stage,3,1,0,0,0,0,0,0,0,2,0,0
International - FIFA World Cup,2018,7537,20:00:00.000,England,2,1,Group Stage,1,1,1,1,0,0,0,1,0,2,0,0
International - FIFA World Cup,2018,7537,20:00:00.000,Tunisia,1,2,Group Stage,-1,0,1,1,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7538,14:00:00.000,Sweden,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - FIFA World Cup,2018,7538,14:00:00.000,South Korea,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7539,17:00:00.000,Poland,1,2,Group Stage,-1,0,0,0,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7539,17:00:00.000,Senegal,2,1,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7540,20:00:00.000,Egypt,1,3,Group Stage,-2,0,0,0,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7540,20:00:00.000,Russia,3,1,Group Stage,2,1,0,0,0,0,0,0,0,2,0,0
International - FIFA World Cup,2018,7541,14:00:00.000,Japan,2,1,Group Stage,1,1,1,1,0,0,0,0,1,1,0,0
International - FIFA World Cup,2018,7541,14:00:00.000,Colombia,1,2,Group Stage,-1,0,1,1,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7542,14:00:00.000,Morocco,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7542,14:00:00.000,Portugal,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7543,20:00:00.000,Spain,1,0,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7543,20:00:00.000,Iran,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7544,17:00:00.000,Saudi Arabia,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7544,17:00:00.000,Uruguay,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7545,20:00:00.000,Argentina,0,3,Group Stage,-3,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7545,20:00:00.000,Croatia,3,0,Group Stage,3,1,0,0,0,0,0,1,2,0,0,0
International - FIFA World Cup,2018,7546,17:00:00.000,Peru,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7546,17:00:00.000,France,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7547,14:00:00.000,Australia,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7547,14:00:00.000,Denmark,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7548,14:00:00.000,Costa Rica,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7548,14:00:00.000,Brazil,2,0,Group Stage,2,1,0,0,0,0,0,2,0,1,0,0
International - FIFA World Cup,2018,7549,17:00:00.000,Iceland,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7549,17:00:00.000,Nigeria,2,0,Group Stage,2,1,0,0,0,0,0,0,0,2,0,0
International - FIFA World Cup,2018,7550,20:00:00.000,Switzerland,2,1,Group Stage,1,1,0,1,-1,0,1,0,1,1,0,0
International - FIFA World Cup,2018,7550,20:00:00.000,Serbia,1,2,Group Stage,-1,0,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7551,20:00:00.000,Germany,2,1,Group Stage,1,1,0,1,-1,0,1,1,2,0,0,0
International - FIFA World Cup,2018,7551,20:00:00.000,Sweden,1,2,Group Stage,-1,0,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7552,14:00:00.000,Belgium,5,2,Group Stage,3,1,2,1,1,0,0,0,0,5,0,0
International - FIFA World Cup,2018,7552,14:00:00.000,Tunisia,2,5,Group Stage,-3,0,1,2,-1,0,1,1,0,1,1,0
International - FIFA World Cup,2018,7553,17:00:00.000,South Korea,1,2,Group Stage,-1,0,0,1,-1,0,1,1,0,1,0,0
International - FIFA World Cup,2018,7553,17:00:00.000,Mexico,2,1,Group Stage,1,1,1,0,1,0,0,0,1,1,0,0
International - FIFA World Cup,2018,7554,14:00:00.000,Panama,1,6,Group Stage,-5,0,0,5,-5,0,1,0,0,0,1,0
International - FIFA World Cup,2018,7554,14:00:00.000,England,6,1,Group Stage,5,1,5,0,5,1,0,1,1,3,2,0
International - FIFA World Cup,2018,7555,20:00:00.000,Colombia,3,0,Group Stage,3,1,1,0,1,0,0,0,0,2,1,0
International - FIFA World Cup,2018,7555,20:00:00.000,Poland,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7556,17:00:00.000,Japan,2,2,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7556,17:00:00.000,Senegal,2,2,Group Stage,0,0,1,1,0,0,0,0,0,1,1,0
International - FIFA World Cup,2018,7557,20:00:00.000,Iran,1,1,Group Stage,0,0,0,1,-1,0,1,1,1,0,0,0
International - FIFA World Cup,2018,7557,20:00:00.000,Portugal,1,1,Group Stage,0,0,1,0,1,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7558,16:00:00.000,Russia,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7558,16:00:00.000,Uruguay,3,0,Group Stage,3,1,1,0,1,0,0,0,0,2,0,0
International - FIFA World Cup,2018,7559,16:00:00.000,Saudi Arabia,2,1,Group Stage,1,1,0,1,-1,0,1,1,2,0,0,0
International - FIFA World Cup,2018,7559,16:00:00.000,Egypt,1,2,Group Stage,-1,0,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7560,20:00:00.000,Morocco,2,2,Group Stage,0,0,1,1,0,0,0,0,0,2,0,0
International - FIFA World Cup,2018,7560,20:00:00.000,Spain,2,2,Group Stage,0,0,1,1,0,0,0,1,0,2,0,0
International - FIFA World Cup,2018,7561,20:00:00.000,Iceland,1,2,Group Stage,-1,0,0,0,0,0,0,0,1,0,0,0
International - FIFA World Cup,2018,7561,20:00:00.000,Croatia,2,1,Group Stage,1,1,0,0,0,0,0,0,2,0,0,0
International - FIFA World Cup,2018,7562,16:00:00.000,Australia,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7562,16:00:00.000,Peru,2,0,Group Stage,2,1,1,0,1,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7563,16:00:00.000,Denmark,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7563,16:00:00.000,France,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7564,20:00:00.000,Argentina,2,1,Group Stage,1,1,1,0,1,0,0,0,0,1,1,0
International - FIFA World Cup,2018,7564,20:00:00.000,Nigeria,1,2,Group Stage,-1,0,0,1,-1,0,1,0,0,0,1,0
International - FIFA World Cup,2018,7565,20:00:00.000,Serbia,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,7565,20:00:00.000,Brazil,2,0,Group Stage,2,1,1,0,1,0,0,0,1,0,1,0
International - FIFA World Cup,2018,7566,16:00:00.000,Sweden,3,0,Group Stage,3,1,0,0,0,0,0,0,0,0,2,0
International - FIFA World Cup,2018,7566,16:00:00.000,Mexico,0,3,Group Stage,-3,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7567,16:00:00.000,South Korea,2,0,Group Stage,2,1,0,0,0,0,0,2,0,1,1,0
International - FIFA World Cup,2018,7567,16:00:00.000,Germany,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7568,20:00:00.000,Costa Rica,2,2,Group Stage,0,0,0,1,-1,0,1,0,0,0,1,0
International - FIFA World Cup,2018,7568,20:00:00.000,Switzerland,2,2,Group Stage,0,0,1,0,1,0,0,0,1,1,0,0
International - FIFA World Cup,2018,7569,20:00:00.000,Panama,1,2,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7569,20:00:00.000,Tunisia,2,1,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7570,20:00:00.000,Belgium,1,0,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
International - FIFA World Cup,2018,7570,20:00:00.000,England,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7571,16:00:00.000,Senegal,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7571,16:00:00.000,Colombia,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - FIFA World Cup,2018,7572,16:00:00.000,Poland,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - FIFA World Cup,2018,7572,16:00:00.000,Japan,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7576,20:00:00.000,Spain,3,3,Group Stage,0,0,1,2,-1,0,1,0,0,2,1,0
International - FIFA World Cup,2018,7576,20:00:00.000,Portugal,3,3,Group Stage,0,0,2,1,1,0,0,0,0,3,0,0
International - FIFA World Cup,2018,7577,17:00:00.000,Morocco,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7577,17:00:00.000,Iran,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7578,14:00:00.000,Egypt,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7578,14:00:00.000,Uruguay,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - FIFA World Cup,2018,7579,20:00:00.000,Uruguay,2,1,Round of 16,1,1,1,0,1,0,0,0,0,2,0,0
International - FIFA World Cup,2018,7579,20:00:00.000,Portugal,1,2,Round of 16,-1,0,0,1,-1,0,1,0,0,0,1,0
International - FIFA World Cup,2018,7580,16:00:00.000,Argentina,3,4,Round of 16,-1,0,1,1,0,0,0,1,0,2,1,0
International - FIFA World Cup,2018,7580,16:00:00.000,France,4,3,Round of 16,1,1,1,1,0,0,0,0,0,2,2,0
International - FIFA World Cup,2018,7581,20:00:00.000,Croatia,1,1,Round of 16,0,0,1,1,0,0,0,0,2,2,0,0
International - FIFA World Cup,2018,7581,20:00:00.000,Denmark,1,1,Round of 16,0,0,1,1,0,0,0,0,1,0,2,0
International - FIFA World Cup,2018,7582,16:00:00.000,Russia,1,1,Round of 16,0,0,1,0,1,0,0,0,1,1,1,0
International - FIFA World Cup,2018,7582,16:00:00.000,Spain,1,1,Round of 16,0,0,0,1,-1,0,1,0,1,0,2,0
International - FIFA World Cup,2018,7583,16:00:00.000,Mexico,0,2,Round of 16,-2,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7583,16:00:00.000,Brazil,2,0,Round of 16,2,1,0,0,0,0,0,0,1,1,0,0
International - FIFA World Cup,2018,7584,20:00:00.000,Japan,2,3,Round of 16,-1,0,0,0,0,0,0,0,0,2,0,0
International - FIFA World Cup,2018,7584,20:00:00.000,Belgium,3,2,Round of 16,1,1,0,0,0,0,0,1,0,0,2,0
International - FIFA World Cup,2018,7585,20:00:00.000,Colombia,1,1,Round of 16,0,0,0,0,0,0,0,1,1,2,1,0
International - FIFA World Cup,2018,7585,20:00:00.000,England,1,1,Round of 16,0,0,0,0,0,0,0,0,0,2,1,0
International - FIFA World Cup,2018,7586,16:00:00.000,Switzerland,0,1,Round of 16,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,7586,16:00:00.000,Sweden,1,0,Round of 16,1,1,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,8649,16:00:00.000,France,2,0,Quarter-finals,2,1,1,0,1,0,0,0,1,0,1,0
International - FIFA World Cup,2018,8649,16:00:00.000,Uruguay,0,2,Quarter-finals,-2,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,8650,20:00:00.000,Belgium,2,1,Quarter-finals,1,1,1,0,1,0,0,0,0,0,0,0
International - FIFA World Cup,2018,8650,20:00:00.000,Brazil,1,2,Quarter-finals,-1,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,8651,16:00:00.000,England,2,0,Quarter-finals,2,1,1,0,1,0,0,0,0,0,1,0
International - FIFA World Cup,2018,8651,16:00:00.000,Sweden,0,2,Quarter-finals,-2,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,8652,20:00:00.000,Croatia,2,2,Quarter-finals,0,0,1,1,0,0,0,0,1,0,2,0
International - FIFA World Cup,2018,8652,20:00:00.000,Russia,2,2,Quarter-finals,0,0,1,1,0,0,0,0,2,1,2,0
International - FIFA World Cup,2018,8655,20:00:00.000,Belgium,0,1,Semi-finals,-1,0,0,0,0,0,0,0,0,0,0,0
International - FIFA World Cup,2018,8655,20:00:00.000,France,1,0,Semi-finals,1,1,0,0,0,0,0,0,0,0,1,0
International - FIFA World Cup,2018,8656,20:00:00.000,England,1,2,Semi-finals,-1,0,1,0,1,0,0,0,0,0,1,0
International - FIFA World Cup,2018,8656,20:00:00.000,Croatia,2,1,Semi-finals,1,1,0,1,-1,0,1,0,0,2,0,0
International - FIFA World Cup,2018,8657,16:00:00.000,England,0,2,3rd Place Final,-2,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2018,8657,16:00:00.000,Belgium,2,0,3rd Place Final,2,1,1,0,1,0,0,0,0,1,1,0
International - FIFA World Cup,2018,8658,17:00:00.000,France,4,2,Final,2,1,1,1,0,0,0,0,1,1,0,0
International - FIFA World Cup,2018,8658,17:00:00.000,Croatia,2,4,Final,-2,0,1,1,0,0,0,0,0,2,0,0
International - Women's World Cup,2019,22921,21:00:00.000,France Women's,4,0,Regular Season,4,1,2,0,2,0,0,0,1,0,2,0
International - Women's World Cup,2019,22921,21:00:00.000,Korea Republic Women's,0,4,Regular Season,-4,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2019,22924,21:00:00.000,Norway Women's,3,0,Regular Season,3,1,2,0,2,0,0,0,0,1,0,0
International - Women's World Cup,2019,22924,21:00:00.000,Nigeria Women's,0,3,Regular Season,-3,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2019,22926,15:00:00.000,Germany Women's,1,0,Regular Season,1,1,0,0,0,0,0,0,0,0,1,0
International - Women's World Cup,2019,22926,15:00:00.000,China PR Women's,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22930,18:00:00.000,Spain Women's,3,1,Regular Season,2,1,0,1,-1,0,1,0,0,3,0,0
International - Women's World Cup,2019,22930,18:00:00.000,South Africa Women's,1,3,Regular Season,-2,0,1,0,1,0,0,0,0,1,0,0
International - Women's World Cup,2019,22933,13:00:00.000,Australia Women's,1,2,Regular Season,-1,0,1,0,1,0,0,0,0,1,0,0
International - Women's World Cup,2019,22933,13:00:00.000,Italy Women's,2,1,Regular Season,1,1,0,1,-1,0,1,1,0,0,0,0
International - Women's World Cup,2019,22934,15:30:00.000,Brazil Women's,3,0,Regular Season,3,1,1,0,1,0,0,0,0,3,0,0
International - Women's World Cup,2019,22934,15:30:00.000,Jamaica Women's,0,3,Regular Season,-3,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2019,22936,18:00:00.000,England Women's,2,1,Regular Season,1,1,2,0,2,0,0,0,0,1,0,0
International - Women's World Cup,2019,22936,18:00:00.000,Scotland Women's,1,2,Regular Season,-1,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2019,22939,21:00:00.000,Cameroon Women's,0,1,Regular Season,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2019,22939,21:00:00.000,Canada Women's,1,0,Regular Season,1,1,1,0,1,0,0,0,0,0,1,0
International - Women's World Cup,2019,22940,18:00:00.000,Argentina Women's,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22940,18:00:00.000,Japan Women's,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22942,15:00:00.000,Netherlands Women's,1,0,Regular Season,1,1,0,0,0,0,0,1,1,0,0,0
International - Women's World Cup,2019,22942,15:00:00.000,New Zealand Women's,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22943,21:00:00.000,United States Women's,13,0,Regular Season,13,1,3,0,3,0,0,1,6,6,1,0
International - Women's World Cup,2019,22943,21:00:00.000,Thailand Women's,0,13,Regular Season,-13,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2019,22944,18:00:00.000,Chile Women's,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22944,18:00:00.000,Sweden Women's,2,0,Regular Season,2,1,0,0,0,0,0,1,2,0,0,0
International - Women's World Cup,2019,22945,15:00:00.000,Nigeria Women's,2,0,Regular Season,2,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,22945,15:00:00.000,Korea Republic Women's,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22948,21:00:00.000,Norway Women's,1,2,Regular Season,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22948,21:00:00.000,France Women's,2,1,Regular Season,1,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,22949,18:00:00.000,Germany Women's,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2019,22949,18:00:00.000,Spain Women's,0,1,Regular Season,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2019,22955,18:00:00.000,Brazil Women's,2,3,Regular Season,-1,0,2,1,1,0,0,0,1,1,0,0
International - Women's World Cup,2019,22955,18:00:00.000,Australia Women's,3,2,Regular Season,1,1,1,2,-1,1,1,1,1,1,0,0
International - Women's World Cup,2019,22956,21:00:00.000,China PR Women's,1,0,Regular Season,1,1,1,0,1,0,0,0,0,1,0,0
International - Women's World Cup,2019,22956,21:00:00.000,South Africa Women's,0,1,Regular Season,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2019,22961,15:00:00.000,Scotland Women's,1,2,Regular Season,-1,0,0,2,-2,0,1,0,0,1,0,0
International - Women's World Cup,2019,22961,15:00:00.000,Japan Women's,2,1,Regular Season,1,1,2,0,2,0,0,0,0,2,0,0
International - Women's World Cup,2019,22962,21:00:00.000,England Women's,1,0,Regular Season,1,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,22962,21:00:00.000,Argentina Women's,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22963,18:00:00.000,Italy Women's,5,0,Regular Season,5,1,2,0,2,0,0,0,5,0,0,0
International - Women's World Cup,2019,22963,18:00:00.000,Jamaica Women's,0,5,Regular Season,-5,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2019,22964,15:00:00.000,Netherlands Women's,3,1,Regular Season,2,1,1,1,0,0,0,0,0,2,1,0
International - Women's World Cup,2019,22964,15:00:00.000,Cameroon Women's,1,3,Regular Season,-2,0,1,1,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,22966,21:00:00.000,Canada Women's,2,0,Regular Season,2,1,0,0,0,0,0,0,2,0,0,0
International - Women's World Cup,2019,22966,21:00:00.000,New Zealand Women's,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22973,15:00:00.000,Sweden Women's,5,1,Regular Season,4,1,3,0,3,0,0,1,3,1,1,0
International - Women's World Cup,2019,22973,15:00:00.000,Thailand Women's,1,5,Regular Season,-4,0,0,3,-3,0,1,1,0,1,0,0
International - Women's World Cup,2019,22974,18:00:00.000,Chile Women's,0,3,Regular Season,-3,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2019,22974,18:00:00.000,United States Women's,3,0,Regular Season,3,1,3,0,3,0,0,0,1,2,0,0
International - Women's World Cup,2019,22980,21:00:00.000,Nigeria Women's,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22980,21:00:00.000,France Women's,1,0,Regular Season,1,1,0,0,0,0,0,0,0,0,1,0
International - Women's World Cup,2019,22981,21:00:00.000,Norway Women's,2,1,Regular Season,1,1,1,0,1,0,0,0,0,1,0,0
International - Women's World Cup,2019,22981,21:00:00.000,Korea Republic Women's,1,2,Regular Season,-1,0,0,1,-1,0,1,0,0,1,0,0
International - Women's World Cup,2019,22983,18:00:00.000,China PR Women's,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22983,18:00:00.000,Spain Women's,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,22984,18:00:00.000,Germany Women's,4,0,Regular Season,4,1,3,0,3,0,0,0,2,1,0,0
International - Women's World Cup,2019,22984,18:00:00.000,South Africa Women's,0,4,Regular Season,-4,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2019,68311,21:00:00.000,Jamaica Women's,1,4,Regular Season,-3,0,0,2,-2,0,1,0,1,0,0,0
International - Women's World Cup,2019,68311,21:00:00.000,Australia Women's,4,1,Regular Season,3,1,2,0,2,0,0,0,0,4,0,0
International - Women's World Cup,2019,68312,21:00:00.000,Italy Women's,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,68312,21:00:00.000,Brazil Women's,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0,0
International - Women's World Cup,2019,68337,21:00:00.000,Japan Women's,0,2,Regular Season,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2019,68337,21:00:00.000,England Women's,2,0,Regular Season,2,1,1,0,1,0,0,0,0,2,0,0
International - Women's World Cup,2019,68338,21:00:00.000,Argentina Women's,3,3,Regular Season,0,0,0,1,-1,0,1,1,1,0,0,0
International - Women's World Cup,2019,68338,21:00:00.000,Scotland Women's,3,3,Regular Season,0,0,1,0,1,0,0,0,1,1,1,0
International - Women's World Cup,2019,68343,21:00:00.000,Thailand Women's,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,68343,21:00:00.000,Chile Women's,2,0,Regular Season,2,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,68344,18:00:00.000,Canada Women's,1,2,Regular Season,-1,0,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,68344,18:00:00.000,Netherlands Women's,2,1,Regular Season,1,1,0,0,0,0,0,0,0,1,1,0
International - Women's World Cup,2019,68345,21:00:00.000,United States Women's,2,0,Regular Season,2,1,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2019,68345,21:00:00.000,Sweden Women's,0,2,Regular Season,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2019,68346,18:00:00.000,New Zealand Women's,1,2,Regular Season,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2019,68346,18:00:00.000,Cameroon Women's,2,1,Regular Season,1,1,0,0,0,0,0,1,2,0,0,0
International - Women's World Cup,2019,68355,17:30:00.000,Nigeria Women's,0,3,Round of 16,-3,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2019,68355,17:30:00.000,Germany Women's,3,0,Round of 16,3,1,2,0,2,0,0,0,0,2,0,0
International - Women's World Cup,2019,68357,21:00:00.000,Norway Women's,1,1,Round of 16,0,0,1,0,1,0,0,0,2,1,1,0
International - Women's World Cup,2019,68357,21:00:00.000,Australia Women's,1,1,Round of 16,0,0,0,1,-1,0,1,0,0,0,2,0
International - Women's World Cup,2019,68362,17:30:00.000,England Women's,3,0,Round of 16,3,1,1,0,1,0,0,0,0,1,2,0
International - Women's World Cup,2019,68362,17:30:00.000,Cameroon Women's,0,3,Round of 16,-3,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2019,69137,21:00:00.000,Brazil Women's,1,2,Round of 16,-1,0,0,0,0,0,0,0,1,0,0,0
International - Women's World Cup,2019,69137,21:00:00.000,France Women's,2,1,Round of 16,1,1,0,0,0,0,0,0,1,1,0,0
International - Women's World Cup,2019,69161,18:00:00.000,Spain Women's,1,2,Round of 16,-1,0,1,1,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,69161,18:00:00.000,United States Women's,2,1,Round of 16,1,1,1,1,0,0,0,0,0,2,0,0
International - Women's World Cup,2019,69163,21:00:00.000,Sweden Women's,1,0,Round of 16,1,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2019,69163,21:00:00.000,Canada Women's,0,1,Round of 16,-1,0,0,0,0,0,0,0,0,0,0,0
