competition,season,match_id,kick_off,team,goals_scored,goals_conceded,competition_stage,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Losing_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers
International - Women's World Cup,2023,3901797,12:00:00.000,United States Women's,0,0,Round of 16,0,0,0,0,0,0,0,0,3,0,0,1
International - Women's World Cup,2023,3901797,12:00:00.000,Sweden Women's,0,0,Round of 16,0,0,0,0,0,0,0,0,3,1,1,0
International - Women's World Cup,2023,3901832,11:00:00.000,Jamaica Women's,0,1,Round of 16,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3901832,11:00:00.000,Colombia Women's,1,0,Round of 16,1,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2023,3901833,14:00:00.000,Morocco Women's,0,4,Round of 16,-4,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2023,3901833,14:00:00.000,France Women's,4,0,Round of 16,4,1,3,0,3,0,0,0,2,1,0,0
International - Women's World Cup,2023,3902239,10:30:00.000,Sweden Women's,2,1,Quarter-finals,1,1,1,0,1,0,0,0,1,0,1,0
International - Women's World Cup,2023,3902239,10:30:00.000,Japan Women's,1,2,Quarter-finals,-1,0,0,1,-1,0,1,0,1,0,0,0
International - Women's World Cup,2023,3902240,04:00:00.000,Netherlands Women's,1,2,Quarter-finals,-1,0,0,0,0,0,0,1,0,1,0,0
International - Women's World Cup,2023,3902240,04:00:00.000,Spain Women's,2,1,Quarter-finals,1,1,0,0,0,0,0,0,0,2,0,0
International - Women's World Cup,2023,3902967,13:30:00.000,Colombia Women's,1,2,Quarter-finals,-1,0,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2023,3902967,13:30:00.000,England Women's,2,1,Quarter-finals,1,1,0,1,-1,0,1,0,0,2,0,0
International - Women's World Cup,2023,3902968,10:00:00.000,Australia Women's,0,0,Quarter-finals,0,0,0,0,0,0,0,0,2,2,1,0
International - Women's World Cup,2023,3902968,10:00:00.000,France Women's,0,0,Quarter-finals,0,0,0,0,0,0,0,0,1,2,3,0
International - Women's World Cup,2023,3904628,11:00:00.000,Sweden Women's,1,2,Semi-finals,-1,0,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2023,3904628,11:00:00.000,Spain Women's,2,1,Semi-finals,1,1,0,0,0,0,0,0,0,1,1,0
International - Women's World Cup,2023,3904629,13:00:00.000,England Women's,3,1,Semi-finals,2,1,1,0,1,0,0,0,1,2,0,0
International - Women's World Cup,2023,3904629,13:00:00.000,Australia Women's,1,3,Semi-finals,-2,0,0,1,-1,0,1,0,0,1,0,0
International - Women's World Cup,2023,3906389,11:00:00.000,Sweden Women's,2,0,3rd Place Final,2,1,1,0,1,0,0,0,1,1,0,0
International - Women's World Cup,2023,3906389,11:00:00.000,Australia Women's,0,2,3rd Place Final,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3906390,13:00:00.000,Spain Women's,1,0,Final,1,1,1,0,1,0,0,0,0,0,1,0
International - Women's World Cup,2023,3906390,13:00:00.000,England Women's,0,1,Final,-1,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920384,22:00:00.000,Côte d'Ivoire,2,0,Group Stage,2,1,1,0,1,0,0,0,1,1,0,0
Africa - African Cup of Nations,2023,3920384,22:00:00.000,Guinea-Bissau,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920385,19:00:00.000,Egypt,2,2,Group Stage,0,0,1,0,1,0,0,1,0,1,0,0
Africa - African Cup of Nations,2023,3920385,19:00:00.000,Mozambique,2,2,Group Stage,0,0,0,1,-1,0,1,0,1,0,0,0
Africa - African Cup of Nations,2023,3920386,16:00:00.000,Nigeria,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920386,16:00:00.000,Equatorial Guinea,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920387,22:00:00.000,Ghana,1,2,Group Stage,-1,0,0,1,-1,0,1,0,0,0,1,0
Africa - African Cup of Nations,2023,3920387,22:00:00.000,Cape Verde Islands,2,1,Group Stage,1,1,1,0,1,0,0,1,1,1,0,0
Africa - African Cup of Nations,2023,3920388,16:00:00.000,Senegal,3,0,Group Stage,3,1,1,0,1,0,0,0,3,0,0,0
Africa - African Cup of Nations,2023,3920388,16:00:00.000,Gambia,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920389,19:00:00.000,Guinea,1,1,Group Stage,0,0,1,0,1,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920389,19:00:00.000,Cameroon,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
Africa - African Cup of Nations,2023,3920390,22:00:00.000,Angola,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
Africa - African Cup of Nations,2023,3920390,22:00:00.000,Algeria,1,1,Group Stage,0,0,1,0,1,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920391,22:00:00.000,Mali,2,0,Group Stage,2,1,0,0,0,0,0,0,0,1,1,0
Africa - African Cup of Nations,2023,3920391,22:00:00.000,South Africa,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920392,16:00:00.000,Burkina Faso,1,0,Group Stage,1,1,0,0,0,0,0,1,0,1,0,0
Africa - African Cup of Nations,2023,3920392,16:00:00.000,Mauritania,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920393,19:00:00.000,Tunisia,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920393,19:00:00.000,Namibia,1,0,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920394,19:00:00.000,Morocco,3,0,Group Stage,3,1,1,0,1,0,0,0,1,1,1,0
Africa - African Cup of Nations,2023,3920394,19:00:00.000,Tanzania,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920395,22:00:00.000,Zambia,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
Africa - African Cup of Nations,2023,3920395,22:00:00.000,Congo DR,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920396,22:00:00.000,Egypt,2,2,Group Stage,0,0,0,0,0,0,0,0,0,2,0,0
Africa - African Cup of Nations,2023,3920396,22:00:00.000,Ghana,2,2,Group Stage,0,0,0,0,0,0,0,0,2,0,0,0
Africa - African Cup of Nations,2023,3920397,16:00:00.000,Guinea-Bissau,2,4,Group Stage,-2,0,0,1,-1,0,1,1,0,1,0,0
Africa - African Cup of Nations,2023,3920397,16:00:00.000,Equatorial Guinea,4,2,Group Stage,2,1,1,0,1,0,0,0,0,4,0,0
Africa - African Cup of Nations,2023,3920398,19:00:00.000,Côte d'Ivoire,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920398,19:00:00.000,Nigeria,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
Africa - African Cup of Nations,2023,3920399,16:00:00.000,Cape Verde Islands,3,0,Group Stage,3,1,1,0,1,0,0,0,1,1,0,0
Africa - African Cup of Nations,2023,3920399,16:00:00.000,Mozambique,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920400,19:00:00.000,Senegal,3,1,Group Stage,2,1,1,0,1,0,0,1,0,1,0,0
Africa - African Cup of Nations,2023,3920400,19:00:00.000,Cameroon,1,3,Group Stage,-2,0,0,1,-1,0,1,0,0,0,1,0
Africa - African Cup of Nations,2023,3920401,22:00:00.000,Gambia,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920401,22:00:00.000,Guinea,1,0,Group Stage,1,1,0,0,0,0,0,0,1,0,0,0
Africa - African Cup of Nations,2023,3920402,16:00:00.000,Algeria,2,2,Group Stage,0,0,0,0,0,0,0,1,0,2,0,0
Africa - African Cup of Nations,2023,3920402,16:00:00.000,Burkina Faso,2,2,Group Stage,0,0,0,0,0,0,0,0,0,2,0,0
Africa - African Cup of Nations,2023,3920403,19:00:00.000,Mauritania,2,3,Group Stage,-1,0,1,1,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920403,19:00:00.000,Angola,3,2,Group Stage,1,1,1,1,0,0,0,0,0,3,0,0
Africa - African Cup of Nations,2023,3920404,22:00:00.000,Mali,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920404,22:00:00.000,Tunisia,1,1,Group Stage,0,0,1,1,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920405,16:00:00.000,Morocco,1,1,Group Stage,0,0,1,0,1,0,0,0,0,0,1,0
Africa - African Cup of Nations,2023,3920405,16:00:00.000,Congo DR,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
Africa - African Cup of Nations,2023,3920406,19:00:00.000,Zambia,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
Africa - African Cup of Nations,2023,3920406,19:00:00.000,Tanzania,1,1,Group Stage,0,0,1,0,1,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920407,22:00:00.000,Namibia,0,4,Group Stage,-4,0,0,3,-3,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920407,22:00:00.000,South Africa,4,0,Group Stage,4,1,3,0,3,0,0,0,2,2,0,0
Africa - African Cup of Nations,2023,3920408,19:00:00.000,Côte d'Ivoire,0,4,Group Stage,-4,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920408,19:00:00.000,Equatorial Guinea,4,0,Group Stage,4,1,1,0,1,0,0,0,2,2,0,0
Africa - African Cup of Nations,2023,3920409,19:00:00.000,Guinea-Bissau,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920409,19:00:00.000,Nigeria,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920410,22:00:00.000,Ghana,2,2,Group Stage,0,0,1,0,1,0,0,0,0,2,0,0
Africa - African Cup of Nations,2023,3920410,22:00:00.000,Mozambique,2,2,Group Stage,0,0,0,1,-1,0,1,2,0,1,1,0
Africa - African Cup of Nations,2023,3920411,22:00:00.000,Cape Verde Islands,2,2,Group Stage,0,0,1,0,1,1,0,2,0,2,0,0
Africa - African Cup of Nations,2023,3920411,22:00:00.000,Egypt,2,2,Group Stage,0,0,0,1,-1,0,1,1,0,1,0,0
Africa - African Cup of Nations,2023,3920412,19:00:00.000,Senegal,2,0,Group Stage,2,1,0,0,0,0,0,0,0,0,1,0
Africa - African Cup of Nations,2023,3920412,19:00:00.000,Guinea,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920413,19:00:00.000,Cameroon,3,2,Group Stage,1,1,0,0,0,0,0,1,0,1,1,0
Africa - African Cup of Nations,2023,3920413,19:00:00.000,Gambia,2,3,Group Stage,-1,0,0,0,0,0,0,0,2,0,0,0
Africa - African Cup of Nations,2023,3920414,22:00:00.000,Angola,2,0,Group Stage,2,1,1,0,1,0,0,1,0,2,0,0
Africa - African Cup of Nations,2023,3920414,22:00:00.000,Burkina Faso,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920415,22:00:00.000,Mauritania,1,0,Group Stage,1,1,1,0,1,0,0,0,0,0,1,0
Africa - African Cup of Nations,2023,3920415,22:00:00.000,Algeria,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920416,19:00:00.000,Tunisia,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920416,19:00:00.000,South Africa,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920417,19:00:00.000,Mali,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920417,19:00:00.000,Namibia,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920418,22:00:00.000,Tanzania,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920418,22:00:00.000,Congo DR,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920419,22:00:00.000,Morocco,1,0,Group Stage,1,1,1,0,1,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920419,22:00:00.000,Zambia,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3922237,19:00:00.000,Namibia,0,3,Round of 16,-3,0,0,2,-2,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3922237,19:00:00.000,Angola,3,0,Round of 16,3,1,2,0,2,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3922238,22:00:00.000,Cameroon,0,2,Round of 16,-2,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3922238,22:00:00.000,Nigeria,2,0,Round of 16,2,1,1,0,1,0,0,0,0,2,0,0
Africa - African Cup of Nations,2023,3922239,19:00:00.000,Equatorial Guinea,0,1,Round of 16,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3922239,19:00:00.000,Guinea,1,0,Round of 16,1,1,0,0,0,0,0,1,0,1,0,0
Africa - African Cup of Nations,2023,3922240,22:00:00.000,Egypt,1,1,Round of 16,0,0,1,1,0,1,0,1,1,1,4,0
Africa - African Cup of Nations,2023,3922240,22:00:00.000,Congo DR,1,1,Round of 16,0,0,1,1,0,0,0,0,2,3,3,1
Africa - African Cup of Nations,2023,3922241,19:00:00.000,Cape Verde Islands,1,0,Round of 16,1,1,0,0,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3922241,19:00:00.000,Mauritania,0,1,Round of 16,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3922242,22:00:00.000,Côte d'Ivoire,1,1,Round of 16,0,0,0,1,-1,0,1,0,3,1,1,0
Africa - African Cup of Nations,2023,3922242,22:00:00.000,Senegal,1,1,Round of 16,0,0,1,0,1,0,0,0,1,2,1,0
Africa - African Cup of Nations,2023,3922243,22:00:00.000,South Africa,2,0,Round of 16,2,1,0,0,0,0,0,1,1,1,0,0
Africa - African Cup of Nations,2023,3922243,22:00:00.000,Morocco,0,2,Round of 16,-2,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3922244,19:00:00.000,Burkina Faso,1,2,Round of 16,-1,0,0,0,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3922244,19:00:00.000,Mali,2,1,Round of 16,1,1,0,0,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3922321,19:00:00.000,Angola,0,1,Quarter-finals,-1,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3922321,19:00:00.000,Nigeria,1,0,Quarter-finals,1,1,1,0,1,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3922356,22:00:00.000,Congo DR,3,1,Quarter-finals,2,1,1,1,0,0,0,0,0,0,2,0
Africa - African Cup of Nations,2023,3922356,22:00:00.000,Guinea,1,3,Quarter-finals,-2,0,1,1,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3922658,22:00:00.000,Cape Verde Islands,0,0,Quarter-finals,0,0,0,0,0,0,0,0,1,0,0,0
Africa - African Cup of Nations,2023,3922658,22:00:00.000,South Africa,0,0,Quarter-finals,0,0,0,0,0,0,0,0,1,0,1,0
Africa - African Cup of Nations,2023,3922659,19:00:00.000,Côte d'Ivoire,2,1,Quarter-finals,1,1,0,0,0,0,0,0,1,0,1,0
Africa - African Cup of Nations,2023,3922659,19:00:00.000,Mali,1,2,Quarter-finals,-1,0,0,0,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3922837,19:00:00.000,Nigeria,1,1,Semi-finals,0,0,0,0,0,0,0,0,0,2,3,0
Africa - African Cup of Nations,2023,3922837,19:00:00.000,South Africa,1,1,Semi-finals,0,0,0,0,0,0,0,0,1,0,1,0
Africa - African Cup of Nations,2023,3922838,22:00:00.000,Congo DR,0,1,Semi-finals,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3922838,22:00:00.000,Côte d'Ivoire,1,0,Semi-finals,1,1,0,0,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3923880,22:00:00.000,Congo DR,0,0,3rd Place Final,0,0,0,0,0,0,0,0,2,2,1,0
Africa - African Cup of Nations,2023,3923880,22:00:00.000,South Africa,0,0,3rd Place Final,0,0,0,0,0,0,0,0,1,3,2,0
Africa - African Cup of Nations,2023,3923881,22:00:00.000,Nigeria,1,2,Final,-1,0,1,0,1,0,0,0,0,0,1,0
Africa - African Cup of Nations,2023,3923881,22:00:00.000,Côte d'Ivoire,2,1,Final,1,1,0,1,-1,0,1,0,1,1,0,0
Europe - UEFA Euro,2024,3930158,22:00:00.000,Scotland,1,5,Group Stage,-4,0,0,3,-3,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930158,22:00:00.000,Germany,5,1,Group Stage,4,1,3,0,3,1,0,2,1,4,0,0
Europe - UEFA Euro,2024,3930159,16:00:00.000,Switzerland,3,1,Group Stage,2,1,2,0,2,0,0,1,0,2,1,0
Europe - UEFA Euro,2024,3930159,16:00:00.000,Hungary,1,3,Group Stage,-2,0,0,2,-2,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930160,19:00:00.000,Croatia,0,3,Group Stage,-3,0,0,2,-2,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930160,19:00:00.000,Spain,3,0,Group Stage,3,1,2,0,2,0,0,0,1,1,1,0
Europe - UEFA Euro,2024,3930161,22:00:00.000,Albania,1,2,Group Stage,-1,0,1,2,-1,0,1,0,1,0,0,0
Europe - UEFA Euro,2024,3930161,22:00:00.000,Italy,2,1,Group Stage,1,1,2,1,1,0,0,0,1,0,1,0
Europe - UEFA Euro,2024,3930162,19:00:00.000,Denmark,1,1,Group Stage,0,0,1,0,1,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930162,19:00:00.000,Slovenia,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,0,1,0
Europe - UEFA Euro,2024,3930163,22:00:00.000,England,1,0,Group Stage,1,1,1,0,1,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930163,22:00:00.000,Serbia,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930164,19:00:00.000,Slovakia,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3930164,19:00:00.000,Belgium,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930165,22:00:00.000,Austria,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930165,22:00:00.000,France,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930166,22:00:00.000,Portugal,2,1,Group Stage,1,1,0,0,0,0,0,1,1,0,0,0
Europe - UEFA Euro,2024,3930166,22:00:00.000,Czech Republic,1,2,Group Stage,-1,0,0,0,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930167,16:00:00.000,Croatia,2,2,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
Europe - UEFA Euro,2024,3930167,16:00:00.000,Albania,2,2,Group Stage,0,0,1,0,1,0,0,1,2,0,0,0
Europe - UEFA Euro,2024,3930168,19:00:00.000,Germany,2,0,Group Stage,2,1,1,0,1,0,0,0,1,1,0,0
Europe - UEFA Euro,2024,3930168,19:00:00.000,Hungary,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930169,22:00:00.000,Scotland,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930169,22:00:00.000,Switzerland,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930170,16:00:00.000,Serbia,1,1,Group Stage,0,0,0,0,0,0,0,1,0,1,0,0
Europe - UEFA Euro,2024,3930170,16:00:00.000,Slovenia,1,1,Group Stage,0,0,0,0,0,0,0,0,0,0,1,0
Europe - UEFA Euro,2024,3930171,19:00:00.000,Denmark,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930171,19:00:00.000,England,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3930172,22:00:00.000,Spain,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930172,22:00:00.000,Italy,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930173,22:00:00.000,France,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930173,22:00:00.000,Netherlands,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930174,19:00:00.000,Portugal,3,0,Group Stage,3,1,1,0,1,0,0,0,1,1,0,0
Europe - UEFA Euro,2024,3930174,19:00:00.000,Turkey,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930175,22:00:00.000,Belgium,2,0,Group Stage,2,1,1,0,1,0,0,0,2,0,0,0
Europe - UEFA Euro,2024,3930175,22:00:00.000,Romania,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930176,22:00:00.000,Germany,1,1,Group Stage,0,0,0,1,-1,0,1,1,0,1,0,0
Europe - UEFA Euro,2024,3930176,22:00:00.000,Switzerland,1,1,Group Stage,0,0,1,0,1,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930177,22:00:00.000,Scotland,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930177,22:00:00.000,Hungary,1,0,Group Stage,1,1,0,0,0,0,0,1,0,0,1,0
Europe - UEFA Euro,2024,3930178,22:00:00.000,Croatia,1,1,Group Stage,0,0,0,0,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930178,22:00:00.000,Italy,1,1,Group Stage,0,0,0,0,0,0,0,1,0,0,1,0
Europe - UEFA Euro,2024,3930179,22:00:00.000,Albania,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3930179,22:00:00.000,Spain,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3930180,19:00:00.000,Netherlands,2,3,Group Stage,-1,0,0,0,0,0,0,0,1,1,0,0
Europe - UEFA Euro,2024,3930180,19:00:00.000,Austria,3,2,Group Stage,1,1,0,0,0,0,0,0,0,2,0,0
Europe - UEFA Euro,2024,3930181,22:00:00.000,England,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930181,22:00:00.000,Slovenia,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930182,22:00:00.000,Serbia,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930182,22:00:00.000,Denmark,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3930183,19:00:00.000,Slovakia,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930183,19:00:00.000,Romania,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3930184,22:00:00.000,Turkey,2,1,Group Stage,1,1,0,0,0,0,0,1,1,1,0,0
Europe - UEFA Euro,2024,3930184,22:00:00.000,Czech Republic,1,2,Group Stage,-1,0,0,0,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3938637,16:00:00.000,Poland,1,2,Group Stage,-1,0,1,1,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938637,16:00:00.000,Netherlands,2,1,Group Stage,1,1,1,1,0,0,0,0,0,2,0,0
Europe - UEFA Euro,2024,3938638,16:00:00.000,Romania,3,0,Group Stage,3,1,1,0,1,0,0,0,2,1,0,0
Europe - UEFA Euro,2024,3938638,16:00:00.000,Ukraine,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3938639,19:00:00.000,Georgia,1,3,Group Stage,-2,0,1,1,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938639,19:00:00.000,Turkey,3,1,Group Stage,2,1,1,1,0,0,0,1,0,2,1,0
Europe - UEFA Euro,2024,3938640,16:00:00.000,Ukraine,2,1,Group Stage,1,1,0,1,-1,0,1,0,1,1,0,0
Europe - UEFA Euro,2024,3938640,16:00:00.000,Slovakia,1,2,Group Stage,-1,0,1,0,1,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938641,19:00:00.000,Austria,3,1,Group Stage,2,1,1,1,0,0,0,0,1,1,1,0
Europe - UEFA Euro,2024,3938641,19:00:00.000,Poland,1,3,Group Stage,-2,0,1,1,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938642,16:00:00.000,Czech Republic,1,1,Group Stage,0,0,0,0,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938642,16:00:00.000,Georgia,1,1,Group Stage,0,0,0,0,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938643,19:00:00.000,Poland,1,1,Group Stage,0,0,0,0,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938643,19:00:00.000,France,1,1,Group Stage,0,0,0,0,0,0,0,0,0,1,0,0
Europe - UEFA Euro,2024,3938644,22:00:00.000,Portugal,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3938644,22:00:00.000,Georgia,2,0,Group Stage,2,1,1,0,1,0,0,0,0,2,0,0
Europe - UEFA Euro,2024,3938645,19:00:00.000,Ukraine,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3938645,19:00:00.000,Belgium,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3940878,19:00:00.000,Italy,0,2,Round of 16,-2,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3940878,19:00:00.000,Switzerland,2,0,Round of 16,2,1,1,0,1,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3940983,22:00:00.000,Germany,2,0,Round of 16,2,1,0,0,0,0,0,0,0,2,0,0
Europe - UEFA Euro,2024,3940983,22:00:00.000,Denmark,0,2,Round of 16,-2,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3941017,19:00:00.000,England,2,1,Round of 16,1,1,0,1,-1,0,1,1,1,1,0,0
Europe - UEFA Euro,2024,3941017,19:00:00.000,Slovakia,1,2,Round of 16,-1,0,1,0,1,0,0,0,0,1,0,0
